id;Device;SpawnOrder;ObjectName;SpawnID;LandOnTable;Distance;ObjectRotation;ObjectHeight;ObjectPosAfterGrabLoss;ObjectDistanceToHeadFromGrab;ObjectPosAfterContact;TimeFromSpawnToGrab;TimeFromSpawnToGrabLoss;TimeFromSpawnToContact;TimeFromGrabToGrabLoss;TimeFromGrabToContact;TimeForDevice;TimeForTrainingPhase;DeviceOrder
8;Leap;1;Cube6x6x6(Clone);6;True;0,09292;"(0,000; 9,644; 0,000)";-0,0262857;"(0,048; 0,034; -0,083)";0,38198;"(0,048; 0,034; -0,083)";1,111161;3,133883;3,133883;2,022723;2,022723;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;2;Cube6x6x6(Clone);7;True;0,00510;"(-0,001; 14,197; 0,001)";-0,0212695;"(0,000; 0,039; 0,008)";0,41228;"(0,000; 0,039; 0,008)";1,077538;10,1936;10,1936;9,116055;9,116055;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;3;Cube6x6x6(Clone);10;True;0,28049;"(0,001; 357,002; 269,999)";0,01754219;"(-0,141; 0,078; 0,245)";0,52632;"(-0,141; 0,043; 0,254)";2,877678;3,311096;3,377736;0,4334176;0,5000582;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;4;Cube6x6x6(Clone);4;True;0,01956;"(0,000; 351,073; 0,000)";-0,003385004;"(-0,001; 0,057; 0,007)";0,49851;"(-0,003; 0,040; 0,010)";1,65568;5,911062;5,955712;4,255382;4,300032;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;5;Cube6x6x6(Clone);3;True;0,00833;"(0,000; 6,498; 0,000)";-0,02346617;"(0,009; 0,037; 0,008)";0,54173;"(0,009; 0,037; 0,008)";2,067122;5,188954;5,188954;3,12183;3,12183;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;6;Cube6x6x6(Clone);9;True;0,26484;"(0,000; 2,451; 0,000)";0,02179915;"(-0,211; 0,082; 0,082)";0,55415;"(-0,237; 0,037; 0,095)";1,233213;2,255675;2,344425;1,022462;1,111212;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;7;Cube6x6x6(Clone);1;True;0,00514;"(0,000; 0,313; 0,000)";-0,02989429;"(-0,005; 0,030; 0,001)";0,54072;"(-0,005; 0,030; 0,001)";1,36662;4,789144;4,789144;3,422519;3,422519;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;8;Cube6x6x6(Clone);8;True;0,00623;"(0,000; 25,176; 0,000)";-0,02190643;"(0,000; 0,038; -0,008)";0,45730;"(0,002; 0,031; -0,007)";1,044665;6,389431;6,422578;5,344766;5,377913;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;9;Cube6x6x6(Clone);5;False;6,42519;"(348,192; 145,806; 57,698)";0,1067712;"(0,040; 0,167; -0,085)";0,41013;"(0,559; -37,938; -4,809)";1,155626;3,933821;6,933903;2,778195;5,778279;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;10;Cube6x6x6(Clone);2;True;0,00719;"(0,000; 344,650; 0,000)";-0,02914065;"(-0,002; 0,031; -0,006)";0,51618;"(-0,002; 0,031; -0,006)";1,811046;5,077628;5,077628;3,266581;3,266581;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;11;Cube10x10x10(Clone);10;True;0,01060;"(-0,001; 354,772; 0,001)";-0,05001066;"(-0,011; 0,050; -0,003)";0,59041;"(-0,011; 0,050; -0,003)";1,21075;4,065475;4,065475;2,854726;2,854726;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;12;Cube10x10x10(Clone);9;True;0,02216;"(0,000; 15,912; 0,000)";-0,04991398;"(-0,005; 0,050; -0,021)";0,55160;"(-0,005; 0,050; -0,021)";0,9667942;3,878973;3,878973;2,912178;2,912178;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;13;Cube10x10x10(Clone);3;True;0,00844;"(0,000; 346,019; 0,000)";-0,04970191;"(0,003; 0,050; -0,009)";0,60048;"(0,003; 0,050; -0,009)";1,122306;4,666711;4,666711;3,544409;3,544409;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;14;Cube10x10x10(Clone);4;True;0,03138;"(0,000; 2,567; 0,000)";-0,05023346;"(0,009; 0,050; -0,030)";0,52342;"(0,009; 0,050; -0,030)";0,8998604;4,511187;4,511187;3,611328;3,611328;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;15;Cube10x10x10(Clone);8;True;0,01051;"(0,000; 8,418; 0,000)";-0,04999278;"(0,008; 0,050; -0,007)";0,44886;"(0,008; 0,050; -0,007)";1,077869;4,221917;4,221917;3,144047;3,144047;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;16;Cube10x10x10(Clone);1;True;0,01491;"(0,000; 345,315; 0,000)";-0,04967604;"(-0,013; 0,050; 0,006)";0,61653;"(-0,013; 0,050; 0,006)";1,266793;4,111417;4,111417;2,844624;2,844624;counting;90,19038;Leap-LeapHHI-Oculus;
8;Leap;17;Cube10x10x10(Clone);2;True;0,00489;"(0,000; 352,868; 0,000)";-0,0497;"(-0,004; 0,050; 0,002)";0,58994;"(-0,004; 0,050; 0,002)";1,255748;3,544478;3,544478;2,28873;2,28873;counting;90,19038;Leap-LeapHHI-Oculus;
