id;Device;SpawnOrder;ObjectName;SpawnID;LandOnTable;Distance;ObjectRotation;ObjectHeight;ObjectPosAfterGrabLoss;ObjectDistanceToHeadFromGrab;ObjectPosAfterContact;TimeFromSpawnToGrab;TimeFromSpawnToGrabLoss;TimeFromSpawnToContact;TimeFromGrabToGrabLoss;TimeFromGrabToContact;TimeForDevice;TimeForTrainingPhase;DeviceOrder
31;Oculus;26;Cube3x3x3(Clone);6;True;0,00408;"(0,000; 7,643; 0,000)";-0,01557317;"(0,000; 0,014; 0,004)";0,52662;"(0,000; 0,014; 0,004)";0,6445137;1,800264;1,800264;1,15575;1,15575;counting;61,68966;Oculus-Leap-LeapHHI
31;Oculus;27;Cube3x3x3(Clone);8;True;0,0061;"(-0,001; 8,004; 0,001)";-0,01679101;"(0,004; 0,013; 0,004)";0,5884;"(0,004; 0,013; 0,004)";0,7553058;1,63244;1,63244;0,8771349;0,8771349;counting;61,68966;Oculus-Leap-LeapHHI
31;Oculus;28;Cube3x3x3(Clone);9;True;0,00726;"(0,000; 359,401; 0,000)";-0,01754859;"(0,001; 0,012; 0,007)";0,64922;"(0,001; 0,012; 0,007)";0,8776786;1,71054;1,71054;0,8328616;0,8328616;counting;61,68966;Oculus-Leap-LeapHHI
31;Oculus;29;Cube3x3x3(Clone);5;True;0,00518;"(0,000; 354,539; 0,000)";-0,01760903;"(-0,003; 0,012; 0,004)";0,5748;"(-0,003; 0,012; 0,004)";0,7668488;1,655775;1,655775;0,8889253;0,8889253;counting;61,68966;Oculus-Leap-LeapHHI
31;Oculus;30;Cube3x3x3(Clone);1;True;0,00334;"(0,000; 355,518; 0,000)";-0,01747992;"(0,003; 0,013; 0,002)";0,72;"(0,003; 0,013; 0,002)";0,8889191;1,766537;1,766537;0,8776181;0,8776181;77,77938;61,68966;Oculus-Leap-LeapHHI
31;Leap;1;Cube6x6x6(Clone);5;True;0,00518;"(0,000; 11,343; 0,000)";-0,02870172;"(-0,001; 0,031; 0,003)";0,58139;"(-0,001; 0,031; 0,003)";0,6221669;1,57745;1,57745;0,9552827;0,9552827;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;2;Cube6x6x6(Clone);9;True;0,01706;"(0,000; 20,576; 0,000)";-0,0299825;"(0,001; 0,030; 0,017)";0,57345;"(0,001; 0,030; 0,017)";1,344306;2,288198;2,288198;0,9438922;0,9438922;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;3;Cube6x6x6(Clone);4;True;0,00971;"(0,000; 357,270; 0,000)";-0,02444988;"(0,003; 0,036; -0,019)";0,58826;"(0,003; 0,036; -0,019)";0,6559553;1,989462;1,989462;1,333507;1,333507;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;4;Cube6x6x6(Clone);2;True;0,01244;"(0,000; 358,809; 0,000)";-0,03003186;"(0,001; 0,030; 0,012)";0,59987;"(0,001; 0,030; 0,012)";0,8110734;1,688868;1,688868;0,8777946;0,8777946;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;5;Cube6x6x6(Clone);1;True;0,01434;"(0,000; 352,504; 0,000)";-0,03001135;"(-0,001; 0,030; 0,014)";0,62433;"(-0,001; 0,030; 0,014)";0,7782088;1,755589;1,755589;0,9773794;0,9773794;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;6;Cube6x6x6(Clone);6;True;0,0071;"(-0,002; 23,104; 0,002)";-0,02991122;"(0,007; 0,030; 0,000)";0,49996;"(0,007; 0,030; 0,000)";0,6780073;1,833566;1,833566;1,155559;1,155559;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;7;Cube6x6x6(Clone);10;True;0,00885;"(0,001; 0,971; -0,001)";-0,02997702;"(-0,008; 0,030; 0,002)";0,60945;"(-0,008; 0,030; 0,002)";0,8113906;1,922476;1,922476;1,111084;1,111084;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;8;Cube6x6x6(Clone);7;True;0,04293;"(0,000; 22,036; 0,000)";-0,02889603;"(0,041; 0,031; 0,017)";0,51721;"(0,041; 0,031; 0,017)";0,633306;1,944428;1,944428;1,311123;1,311123;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;9;Cube6x6x6(Clone);8;True;0,01145;"(0,000; 13,884; 0,000)";-0,02892393;"(-0,010; 0,031; 0,000)";0,56274;"(-0,010; 0,031; 0,000)";0,8444159;1,888863;1,888863;1,044447;1,044447;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;10;Cube6x6x6(Clone);3;True;0,00765;"(0,000; 1,041; 0,000)";-0,02991777;"(-0,005; 0,030; 0,006)";0,60798;"(-0,005; 0,030; 0,006)";0,6775469;1,955515;1,955515;1,277968;1,277968;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;11;Cube3x3x3(Clone);7;True;0,00713;"(0,000; 26,184; 0,000)";-0,01047709;"(0,000; 0,020; 0,002)";0,52621;"(-0,001; 0,019; 0,002)";0,6443328;1,877694;1,888817;1,233361;1,244484;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;12;Cube3x3x3(Clone);2;True;0,00571;"(0,000; 353,335; 0,000)";-0,01472154;"(0,001; 0,015; -0,005)";0,59389;"(0,001; 0,015; -0,005)";0,910644;2,021852;2,021852;1,111208;1,111208;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;13;Cube3x3x3(Clone);10;True;0,09897;"(270,000; 343,035; 0,000)";0,1511908;"(-0,060; 0,181; 0,153)";0,63024;"(0,098; 0,020; -0,021)";0,9001016;1,300286;1,544604;0,400185;0,644503;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;14;Cube3x3x3(Clone);9;True;0,00447;"(0,000; 8,804; 0,000)";-0,01480272;"(-0,003; 0,015; 0,004)";0,57356;"(-0,003; 0,015; 0,004)";0,8777332;2,022312;2,022312;1,144579;1,144579;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;15;Cube3x3x3(Clone);6;True;0,00641;"(0,000; 29,326; 0,000)";0,004027458;"(0,010; 0,034; -0,006)";0,50577;"(0,006; 0,016; 0,002)";0,7666563;2,499831;2,555275;1,733175;1,78862;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;16;Cube3x3x3(Clone);5;True;0,01799;"(0,001; 355,452; -0,001)";-0,01488581;"(-0,006; 0,015; -0,016)";0,56148;"(-0,006; 0,015; -0,016)";0,6775464;1,466419;1,466419;0,7888722;0,7888722;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;17;Cube3x3x3(Clone);4;True;0,3;"(0,000; 0,000; 0,000)";-0,01500001;"(0,285; 0,015; -0,093)";0,60165;"(0,285; 0,015; -0,093)";0,7220314;0,7332987;0,7332987;0,0112673;0,0112673;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;18;Cube3x3x3(Clone);1;True;0,0073;"(-0,001; 3,489; 0,001)";-0,01498774;"(-0,005; 0,015; 0,005)";0,59155;"(-0,005; 0,015; 0,005)";0,9999275;2,033115;2,033115;1,033188;1,033188;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;19;Cube3x3x3(Clone);8;True;0,01252;"(0,002; 13,978; -0,002)";-0,01495543;"(-0,011; 0,015; -0,005)";0,60255;"(-0,011; 0,015; -0,005)";0,8882223;1,955277;1,955277;1,067054;1,067054;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;20;Cube3x3x3(Clone);3;True;0,00659;"(0,000; 342,544; 0,000)";0,0232949;"(0,008; 0,053; 0,000)";0,60617;"(-0,005; 0,013; 0,003)";0,8224756;1,656078;1,722465;0,8336027;0,8999899;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;21;Cube10x10x10(Clone);3;True;0,00861;"(0,000; 0,621; 0,000)";-0,0499259;"(-0,002; 0,050; 0,008)";0,63669;"(-0,002; 0,050; 0,008)";0,7130654;1,877876;1,877876;1,164811;1,164811;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;22;Cube10x10x10(Clone);6;True;0,29987;"(0,000; 359,797; 0,000)";-0,05003534;"(-0,001; 0,050; -0,300)";0,50791;"(-0,001; 0,050; -0,300)";0,5551144;0,5885627;0,5885627;0,0334482;0,0334482;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;23;Cube10x10x10(Clone);2;True;0,3;"(0,000; 0,000; 0,000)";-0,05000005;"(0,176; 0,050; 0,243)";0,63318;"(0,176; 0,050; 0,243)";0,8335012;0,8558298;0,8558298;0,0223287;0,0223287;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;24;Cube10x10x10(Clone);5;True;0,0434;"(0,000; 346,591; 0,000)";-0,04344843;"(-0,010; 0,057; -0,046)";0,5266;"(-0,010; 0,057; -0,046)";0,8224838;2,566579;2,566579;1,744096;1,744096;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;25;Cube10x10x10(Clone);9;True;0,00833;"(0,000; 359,148; 0,000)";-0,0498775;"(-0,006; 0,050; 0,007)";0,6113;"(-0,006; 0,050; 0,007)";0,9003425;2,289209;2,289209;1,388867;1,388867;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;26;Cube10x10x10(Clone);1;True;0,0037;"(0,000; 3,090; 0,000)";-0,04995284;"(-0,003; 0,050; -0,001)";0,60133;"(-0,003; 0,050; -0,001)";0,9445783;2,611923;2,611923;1,667346;1,667346;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;27;Cube10x10x10(Clone);4;True;0,00376;"(0,000; 0,401; 0,000)";-0,04808793;"(0,003; 0,052; 0,000)";0,58117;"(0,003; 0,052; 0,000)";0,6557562;2,556045;2,556045;1,900289;1,900289;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;28;Cube10x10x10(Clone);10;True;0,00892;"(0,000; 3,666; 0,000)";-0,04993568;"(-0,003; 0,050; 0,008)";0,64606;"(-0,003; 0,050; 0,008)";0,933401;2,355526;2,355526;1,422125;1,422125;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;29;Cube10x10x10(Clone);8;True;0,02063;"(0,000; 7,196; 0,000)";-0,0475627;"(-0,016; 0,052; 0,004)";0,59612;"(-0,016; 0,052; 0,004)";0,8001286;2,022399;2,022399;1,22227;1,22227;counting;115,1138;Oculus-Leap-LeapHHI
31;Leap;30;Cube10x10x10(Clone);7;True;0,01915;"(0,000; 22,645; 0,000)";-0,04572199;"(0,014; 0,054; 0,003)";0,53347;"(0,014; 0,054; 0,003)";0,6665156;2,455563;2,455563;1,789047;1,789047;87,13484;115,1138;Oculus-Leap-LeapHHI
31;Leap_HHI;1;Cube3x3x3(Clone);4;True;0,00166;"(0,000; 2,388; 0,000)";-0,01504496;"(0,000; 0,015; -0,001)";0,58331;"(0,000; 0,015; -0,001)";1,389862;3,210297;3,210297;1,820433;1,820433;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;2;Cube3x3x3(Clone);1;True;0,00926;"(0,000; 352,410; 0,000)";-0,0147393;"(-0,005; 0,015; 0,005)";0,61727;"(-0,005; 0,015; 0,005)";6,367379;8,400537;8,400537;2,03315;2,03315;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;3;Cube3x3x3(Clone);10;True;0,00137;"(-0,001; 359,251; 0,001)";-0,01469889;"(0,001; 0,015; -0,001)";0,61025;"(0,001; 0,015; -0,001)";2,446448;4,078128;4,078128;1,63168;1,63168;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;4;Cube3x3x3(Clone);2;True;0,00476;"(0,000; 355,273; 0,000)";-0,014918;"(0,003; 0,015; 0,004)";0,59862;"(0,003; 0,015; 0,004)";1,377955;2,655972;2,655972;1,278016;1,278016;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;5;Cube3x3x3(Clone);9;True;0,00767;"(0,000; 12,820; 0,000)";-0,01489118;"(0,008; 0,015; 0,002)";0,60246;"(0,008; 0,015; 0,002)";1,422222;2,833546;2,833546;1,411324;1,411324;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;6;Cube3x3x3(Clone);3;True;0,01108;"(0,000; 355,737; 0,000)";-0,00969222;"(0,003; 0,020; 0,010)";0,60412;"(0,004; 0,015; 0,009)";10,55548;11,88892;11,92239;1,333436;1,366907;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;7;Cube3x3x3(Clone);6;True;0,00683;"(0,000; 17,200; 0,000)";-0,00040081;"(0,008; 0,030; -0,002)";0,52738;"(0,007; 0,015; -0,003)";1,244045;2,778292;2,844476;1,534247;1,600431;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;8;Cube3x3x3(Clone);7;True;0,00796;"(359,992; 20,517; 0,008)";0,002364488;"(0,006; 0,032; 0,001)";0,57028;"(0,008; 0,013; 0,001)";1,244361;2,722257;2,788917;1,477897;1,544557;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;9;Cube3x3x3(Clone);5;True;0,0101;"(0,000; 3,637; 0,000)";0,003520461;"(-0,008; 0,034; 0,003)";0,55877;"(-0,010; 0,014; 0,002)";1,122159;2,589765;2,655762;1,467606;1,533603;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;10;Cube3x3x3(Clone);8;True;0,00501;"(0,000; 8,639; 0,000)";-0,000749735;"(0,001; 0,029; 0,006)";0,60681;"(0,000; 0,015; 0,005)";1,411545;2,922798;2,989538;1,511253;1,577994;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;11;Cube6x6x6(Clone);4;True;0,00609;"(0,000; 359,885; 0,000)";-0,02978235;"(-0,004; 0,030; 0,002)";0,59417;"(-0,004; 0,030; 0,002)";1,033175;2,622143;2,622143;1,588968;1,588968;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;12;Cube6x6x6(Clone);3;True;0,00094;"(0,001; 1,447; 0,001)";-0,02999824;"(-0,001; 0,030; -0,001)";0,61469;"(-0,001; 0,030; -0,001)";1,333286;2,988827;2,988827;1,655541;1,655541;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;13;Cube6x6x6(Clone);5;True;0,00524;"(0,000; 5,371; 0,000)";-0,02874976;"(-0,002; 0,031; 0,000)";0,63172;"(-0,002; 0,031; 0,000)";2,888944;4,733533;4,733533;1,844589;1,844589;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;14;Cube6x6x6(Clone);1;True;0,25974;"(270,000; 2,944; 0,000)";-0,00423592;"(0,002; 0,056; 0,299)";0,62934;"(0,014; 0,043; 0,289)";1,455751;1,500037;1,655785;0,0442858;0,2000341;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;15;Cube6x6x6(Clone);8;True;0,00158;"(0,002; 4,784; -0,002)";-0,02979809;"(0,000; 0,030; -0,001)";0,59393;"(0,000; 0,030; -0,001)";1,377685;3,266629;3,266629;1,888943;1,888943;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;16;Cube6x6x6(Clone);2;True;0,00085;"(0,000; 1,722; 0,000)";-0,02834886;"(0,000; 0,032; -0,001)";0,64522;"(0,000; 0,030; -0,001)";1,58902;3,122454;3,144975;1,533434;1,555955;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;17;Cube6x6x6(Clone);9;True;0,30548;"(0,000; 359,236; 0,000)";-0,02450806;"(-0,287; 0,035; 0,093)";0,64663;"(-0,287; 0,035; 0,093)";1,389072;1,422112;1,422112;0,0330407;0,0330407;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;18;Cube6x6x6(Clone);10;True;0,00711;"(0,000; 0,619; 0,000)";-0,0297684;"(0,004; 0,030; -0,006)";0,60353;"(0,004; 0,030; -0,006)";1,377633;2,66645;2,66645;1,288817;1,288817;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;19;Cube6x6x6(Clone);6;True;0,01008;"(0,000; 13,998; 0,000)";-0,01198965;"(0,014; 0,048; 0,003)";0,55953;"(0,013; 0,032; 0,004)";1,111122;2,255561;2,300147;1,14444;1,189026;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;20;Cube6x6x6(Clone);7;True;0,01017;"(0,000; 15,410; 0,000)";-0,02429765;"(0,004; 0,036; 0,005)";0,57826;"(0,004; 0,036; 0,005)";1,144056;2,644145;2,644145;1,500088;1,500088;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;21;Cube10x10x10(Clone);2;True;0,00527;"(0,000; 359,910; 0,000)";-0,04990957;"(-0,005; 0,050; -0,003)";0,62871;"(-0,005; 0,050; -0,003)";1,421821;3,110747;3,110747;1,688927;1,688927;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;22;Cube10x10x10(Clone);6;True;0,00541;"(0,000; 2,699; 0,000)";-0,05119131;"(0,001; 0,049; 0,005)";0,56124;"(0,001; 0,049; 0,005)";2,266863;3,767236;3,767236;1,500373;1,500373;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;23;Cube10x10x10(Clone);5;True;0,00323;"(0,000; 0,138; 0,000)";-0,04995403;"(0,002; 0,050; -0,002)";0,56063;"(0,002; 0,050; -0,002)";1,743806;3,166358;3,166358;1,422553;1,422553;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;24;Cube10x10x10(Clone);9;True;0,00921;"(0,000; 0,624; 0,000)";-0,04984341;"(-0,007; 0,050; 0,001)";0,67123;"(-0,007; 0,050; 0,001)";1,488772;2,95575;2,95575;1,466979;1,466979;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;25;Cube10x10x10(Clone);3;True;0,00964;"(-0,002; 3,021; 0,001)";-0,04890881;"(0,006; 0,051; -0,004)";0,62901;"(0,006; 0,051; -0,004)";1,377576;2,933544;2,933544;1,555968;1,555968;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;26;Cube10x10x10(Clone);4;True;0,00525;"(0,000; 2,482; 0,000)";-0,04987977;"(0,000; 0,050; -0,001)";0,61779;"(0,000; 0,050; -0,001)";1,110846;2,466355;2,466355;1,35551;1,35551;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;27;Cube10x10x10(Clone);10;True;0,29734;"(0,000; 3,665; 0,000)";-0,03646872;"(-0,172; 0,064; 0,245)";0,66566;"(-0,162; 0,055; 0,246)";1,710804;1,743981;1,811142;0,0331764;0,1003374;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;28;Cube10x10x10(Clone);8;True;0,00337;"(0,000; 4,292; 0,000)";-0,05007873;"(0,002; 0,050; 0,000)";0,61808;"(0,002; 0,050; 0,000)";1,210738;2,744321;2,744321;1,533584;1,533584;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;29;Cube10x10x10(Clone);1;True;0,00955;"(0,000; 359,487; 0,000)";-0,04996035;"(-0,008; 0,050; -0,002)";0,67361;"(-0,008; 0,050; -0,002)";1,387117;2,710031;2,710031;1,322915;1,322915;counting;102,5135;Oculus-Leap-LeapHHI
31;Leap_HHI;30;Cube10x10x10(Clone);7;True;0,00838;"(0,000; 5,667; 0,000)";-0,04986212;"(0,005; 0,050; -0,006)";0,56039;"(0,005; 0,050; -0,006)";1,100192;2,500622;2,500622;1,40043;1,40043;130,0924;102,5135;Oculus-Leap-LeapHHI
