id;Device;SpawnOrder;ObjectName;SpawnID;LandOnTable;Distance;ObjectRotation;ObjectHeight;ObjectPosAfterGrabLoss;ObjectDistanceToHeadFromGrab;ObjectPosAfterContact;TimeFromSpawnToGrab;TimeFromSpawnToGrabLoss;TimeFromSpawnToContact;TimeFromGrabToGrabLoss;TimeFromGrabToContact;TimeForDevice;TimeForTrainingPhase;DeviceOrder
19;Leap;1;Cube6x6x6(Clone);5;True;0,02244;"(0,000; 349,765; 0,000)";-0,02940923;"(-0,006; 0,031; -0,023)";0,53492;"(-0,006; 0,031; -0,023)";0,7778257;1,377318;1,377318;0,5994928;0,5994928;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;2;Cube6x6x6(Clone);1;True;0,01614;"(0,000; 1,382; 0,000)";-0,02620738;"(-0,012; 0,034; 0,001)";0,58011;"(-0,012; 0,034; 0,001)";3,789031;4,921999;4,921999;1,132966;1,132966;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;3;Cube6x6x6(Clone);9;True;0,30249;"(0,000; 359,200; 0,000)";-0,03000182;"(-0,288; 0,030; 0,094)";0,60221;"(-0,288; 0,030; 0,094)";1,688789;1,944007;1,944007;0,2552176;0,2552176;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;4;Cube6x6x6(Clone);3;True;0,00649;"(0,000; 359,360; 0,000)";-0,02967006;"(-0,007; 0,030; -0,003)";0,58243;"(-0,007; 0,030; -0,003)";1,989412;3,010785;3,010785;1,021375;1,021375;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;5;Cube6x6x6(Clone);4;True;0,01997;"(-0,001; 349,200; 0,001)";-0,02999359;"(-0,019; 0,030; -0,007)";0,58878;"(-0,019; 0,030; -0,007)";0,6999156;1,54832;1,54832;0,8484036;0,8484036;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;6;Cube6x6x6(Clone);7;True;0,00331;"(0,001; 9,272; 0,001)";-0,02991289;"(-0,004; 0,030; 0,002)";0,46478;"(-0,004; 0,030; 0,002)";0,636501;1,314871;1,314871;0,6783699;0,6783699;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;7;Cube6x6x6(Clone);8;True;0,00946;"(-0,001; 5,679; 0,001)";-0,02934605;"(0,008; 0,031; -0,001)";0,56817;"(0,008; 0,031; -0,001)";0,6672938;1,445148;1,445148;0,7778538;0,7778538;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;8;Cube6x6x6(Clone);2;True;0,01864;"(0,000; 351,244; 0,000)";-0,02998;"(-0,018; 0,030; 0,004)";0,56891;"(-0,018; 0,030; 0,004)";0,7889739;1,622619;1,622619;0,8336453;0,8336453;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;9;Cube6x6x6(Clone);10;True;0,02244;"(0,000; 357,468; 0,000)";-0,02975326;"(0,010; 0,030; -0,019)";0,55521;"(0,010; 0,030; -0,019)";0,7333698;1,566783;1,566783;0,8334138;0,8334138;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;10;Cube6x6x6(Clone);6;True;0,30046;"(0,000; 359,579; 0,000)";-0,02937704;"(-0,002; 0,031; -0,300)";0,45250;"(-0,002; 0,031; -0,300)";0,2223433;0,2889022;0,2889022;0,0665589;0,0665589;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;11;Cube10x10x10(Clone);5;True;0,01950;"(0,000; 354,321; 0,000)";-0,04905234;"(-0,015; 0,051; 0,011)";0,49627;"(-0,015; 0,051; 0,011)";0,9330372;1,76625;1,76625;0,8332126;0,8332126;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;12;Cube10x10x10(Clone);3;True;0,03715;"(0,000; 349,702; 0,000)";-0,05000994;"(-0,037; 0,050; 0,006)";0,58055;"(-0,037; 0,050; 0,006)";0,8554496;1,811064;1,811064;0,9556149;0,9556149;counting;191,2492;Oculus-LeapHHI-Leap;
19;Leap;13;Cube10x10x10(Clone);2;True;0,03011;"(0,000; 355,056; 0,000)";-0,04849861;"(-0,008; 0,052; 0,027)";0,58522;"(-0,008; 0,052; 0,027)";0,8223114;1,700247;1,700247;0,8779352;0,8779352;counting;191,2492;Oculus-LeapHHI-Leap;
