id;Device;SpawnOrder;ObjectName;SpawnID;LandOnTable;Distance;ObjectRotation;ObjectHeight;ObjectPosAfterGrabLoss;ObjectDistanceToHeadFromGrab;ObjectPosAfterContact;TimeFromSpawnToGrab;TimeFromSpawnToGrabLoss;TimeFromSpawnToContact;TimeFromGrabToGrabLoss;TimeFromGrabToContact;TimeForDevice;TimeForTrainingPhase;DeviceOrder
3;Leap_HHI;3;Cube3x3x3(Clone);8;True;0,04179;"(0,000; 2,887; 0,000)";-0,01162055;"(0,033; 0,018; 0,009)";0,53068;"(0,036; 0,019; 0,009)";0,9464037;3,47972;3,501671;2,533317;2,555269;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;4;Cube3x3x3(Clone);7;True;0,0082;"(0,000; 7,668; 0,000)";-0,000546841;"(0,011; 0,029; 0,006)";0,41192;"(0,009; 0,015; 0,001)";0,8112596;2,32254;2,389047;1,511281;1,577788;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;5;Cube3x3x3(Clone);9;True;0,03412;"(0,000; 14,911; 0,000)";0,009785267;"(-0,006; 0,040; -0,022)";0,53264;"(-0,005; 0,021; -0,024)";1,155884;3,821833;3,888746;2,66595;2,732863;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;6;Cube3x3x3(Clone);6;True;0,00969;"(0,000; 6,298; 0,000)";0,002072068;"(-0,008; 0,032; 0,002)";0,40311;"(-0,008; 0,015; 0,001)";0,7553511;2,444441;2,511205;1,689089;1,755854;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;7;Cube3x3x3(Clone);1;True;0,01741;"(0,000; 18,292; 0,000)";0,03816375;"(0,002; 0,068; -0,008)";0,50073;"(0,010; 0,015; -0,013)";1,322171;2,755714;2,866677;1,433543;1,544507;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;8;Cube3x3x3(Clone);10;True;0,01143;"(0,000; 15,486; 0,000)";0,07174167;"(0,010; 0,102; 0,005)";0,51082;"(0,009; 0,014; 0,008)";1,000168;2,933429;3,088766;1,933262;2,088598;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;9;Cube3x3x3(Clone);3;True;0,00102;"(0,000; 354,533; 0,000)";0,04038951;"(-0,004; 0,070; 0,004)";0,49803;"(0,001; 0,015; 0,000)";0,844209;2,766575;2,888783;1,922367;2,044575;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;10;Cube3x3x3(Clone);2;True;0,01268;"(0,000; 6,549; 0,000)";0,07646343;"(-0,004; 0,106; -0,008)";0,46755;"(0,000; 0,014; -0,012)";0,9776524;2,122045;2,277478;1,144392;1,299824;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;11;Cube10x10x10(Clone);9;True;0,03412;"(-0,001; 13,383; -0,001)";-0,02760563;"(0,006; 0,072; -0,019)";0,50445;"(0,015; 0,052; -0,027)";0,7998752;2,467079;2,533519;1,667204;1,733645;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;12;Cube10x10x10(Clone);3;True;0,62116;"(0,000; 52,112; 89,999)";0,02673354;"(-0,002; 0,127; -0,026)";0,51324;"(-0,494; 0,074; -0,270)";0,9224262;3,545024;3,911231;2,622598;2,988804;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;13;Cube10x10x10(Clone);6;True;0,00474;"(0,000; 5,282; 0,000)";-0,04971311;"(-0,005; 0,050; 0,000)";0,35254;"(-0,005; 0,050; 0,000)";1,288341;2,910861;2,910861;1,622521;1,622521;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;14;Cube10x10x10(Clone);7;True;0,02562;"(0,000; 14,727; 0,000)";-0,0321022;"(0,001; 0,068; -0,007)";0,34798;"(0,002; 0,061; -0,012)";0,6658228;2,054579;2,110173;1,388757;1,444351;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;15;Cube10x10x10(Clone);5;True;0,00889;"(0,000; 7,381; 0,000)";-0,03109381;"(0,001; 0,069; 0,000)";0,45877;"(-0,003; 0,051; -0,005)";0,6999547;4,678476;4,745142;3,978522;4,045187;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;16;Cube10x10x10(Clone);10;True;0,0214;"(0,000; 13,725; 0,000)";-0,006329156;"(0,005; 0,094; -0,002)";0,5233;"(0,008; 0,060; -0,008)";0,9444905;2,200176;2,28889;1,255685;1,344399;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;17;Cube10x10x10(Clone);4;True;0,01968;"(0,000; 4,301; 0,000)";-0,01657794;"(0,005; 0,083; 0,006)";0,53584;"(0,004; 0,061; -0,005)";0,6886381;2,655523;2,722388;1,966885;2,03375;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;18;Cube10x10x10(Clone);1;True;0,04595;"(0,000; 32,921; 0,000)";-0,01717148;"(0,013; 0,083; 0,006)";0,54244;"(0,042; 0,054; -0,004)";0,8555232;2,22204;2,311052;1,366516;1,455528;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;19;Cube10x10x10(Clone);2;True;0,02746;"(0,000; 17,495; 0,000)";-0,04457054;"(0,009; 0,055; -0,012)";0,53695;"(0,009; 0,055; -0,012)";0,9554757;2,133578;2,133578;1,178103;1,178103;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;20;Cube10x10x10(Clone);8;True;0,00803;"(0,000; 1,450; 0,000)";-0,04758594;"(0,000; 0,052; 0,008)";0,47826;"(0,000; 0,052; 0,008)";0,6998715;1,588786;1,588786;0,8889149;0,8889149;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;21;Cube6x6x6(Clone);8;True;0,01091;"(0,000; 2,506; 0,000)";-0,02995056;"(0,007; 0,030; 0,008)";0,48667;"(0,007; 0,030; 0,008)";0,7227221;1,989213;1,989213;1,266491;1,266491;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;22;Cube6x6x6(Clone);4;True;0,00304;"(0,000; 3,414; 0,000)";-0,02886396;"(-0,003; 0,031; 0,001)";0,52789;"(-0,003; 0,031; 0,001)";0,6889168;1,866744;1,866744;1,177827;1,177827;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;23;Cube6x6x6(Clone);1;True;0,02297;"(0,000; 18,567; 0,000)";-0,002957042;"(-0,001; 0,057; -0,017)";0,52108;"(0,008; 0,030; -0,021)";0,9999946;1,955752;2,044537;0,9557573;1,044542;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;24;Cube6x6x6(Clone);2;True;0,01418;"(0,000; 14,153; 0,000)";-0,02035659;"(-0,003; 0,040; -0,010)";0,50722;"(-0,002; 0,032; -0,013)";0,9332592;2,055513;2,088822;1,122254;1,155563;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;25;Cube6x6x6(Clone);7;True;0,01132;"(0,000; 358,272; 0,000)";-0,02995365;"(0,004; 0,030; 0,011)";0,35545;"(0,004; 0,030; 0,011)";0,6218765;1,677629;1,677629;1,055752;1,055752;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;26;Cube6x6x6(Clone);3;True;0,01166;"(0,000; 6,625; 0,000)";-0,02006203;"(0,001; 0,040; -0,007)";0,51191;"(0,001; 0,040; -0,007)";0,8333825;2,122145;2,122145;1,288762;1,288762;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;27;Cube6x6x6(Clone);5;True;0,00578;"(0,000; 359,965; 0,000)";-0,02255827;"(0,000; 0,037; 0,009)";0,44535;"(0,000; 0,037; 0,009)";0,7331782;2,366755;2,366755;1,633576;1,633576;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;28;Cube6x6x6(Clone);10;True;0,00901;"(0,000; 10,774; 0,000)";-0,01011365;"(-0,004; 0,050; 0,001)";0,53145;"(-0,007; 0,031; 0,000)";0,8888819;2,011339;2,077725;1,122457;1,188843;counting;41,91188;LeapHHI-Oculus-Leap
3;Leap_HHI;29;Cube6x6x6(Clone);6;True;0,00992;"(0,000; 1,035; 0,000)";-0,02333659;"(-0,004; 0,037; 0,001)";0,37409;"(-0,004; 0,037; 0,001)";0,5998424;1,622361;1,622361;1,022519;1,022519;counting;41,91188;LeapHHI-Oculus-Leap
